"id", "created_at", "name", "has_test", "alternate_url"
"116880559","2025-02-10T09:42:27+0300","Стажер Data Scientist",false,"https://hh.ru/vacancy/116880559"
"116604182","2025-01-31T12:52:47+0300","ML-инженер (Junior Data Scientist)",false,"https://hh.ru/vacancy/116604182"
"115928521","2025-02-09T03:17:44+0300","Стажер Data scientist",false,"https://hh.ru/vacancy/115928521"
"116993738","2025-02-09T23:43:32+0300","ML engineer/Data scientist",false,"https://hh.ru/vacancy/116993738"
"116837495","2025-02-06T12:29:59+0300","Data Scientist",false,"https://hh.ru/vacancy/116837495"
"116112486","2025-01-22T20:29:40+0300","Data Scientist",false,"https://hh.ru/vacancy/116112486"
"116807352","2025-02-05T15:44:49+0300","Data Scientist, Лимасол",false,"https://hh.ru/vacancy/116807352"
"116041459","2025-02-08T22:28:08+0300","Junior Data Scientist / ML-engineer",false,"https://hh.ru/vacancy/116041459"
"117028506","2025-02-10T12:29:49+0300","Data Scientist",false,"https://hh.ru/vacancy/117028506"
"117030226","2025-02-10T12:51:28+0300","Data Scientist",false,"https://hh.ru/vacancy/117030226"
"105927931","2025-01-20T15:08:00+0300","Data scientist",false,"https://hh.ru/vacancy/105927931"
"117031123","2025-02-10T13:02:21+0300","Data scientist (скоринг)",false,"https://hh.ru/vacancy/117031123"
"117044703","2025-02-10T16:11:31+0300","Data Scientist in Geoscience",false,"https://hh.ru/vacancy/117044703"
"115953858","2025-01-20T18:08:55+0300","Junior NLP, LLM Data Scientist (блок ""Сеть Продаж"")",false,"https://hh.ru/vacancy/115953858"
"116846157","2025-02-06T15:00:25+0300","Middle Data Scientist",false,"https://hh.ru/vacancy/116846157"
"115999994","2025-01-21T11:43:57+0300","Junior Data Scientist",false,"https://hh.ru/vacancy/115999994"
"112763125","2025-01-17T11:19:10+0300","Младший специалист по анализу данных / Junior Data Scientist",false,"https://hh.ru/vacancy/112763125"
"116831059","2025-02-06T10:45:30+0300","Data Scientist",false,"https://hh.ru/vacancy/116831059"
"116824305","2025-02-06T08:46:34+0300","Data Аналитик/Data scientist по ИИ-проектам",false,"https://hh.ru/vacancy/116824305"
"117014959","2025-02-10T09:58:58+0300","Data scientist middle/senior",false,"https://hh.ru/vacancy/117014959"
